pref,city,img_url,edition,release_date,loc_name,address,phone,hours,stock_text,stock_url,lat,lng
北海道,北見市（B001）,http://www.gk-p.jp/wp-content/uploads/mhc/01-208-B-01.jpg,第10弾,2019/08/07,北見市上下水道局常呂上下水道課窓口（北見市役所常呂総合支所内）,北海道北見市常呂町字常呂323番地,,【平日】8：45～17：30 【休日】8：45～17：30 ※休日は閉庁のため、常呂総合支所正面玄関右横、階段下当直室にて配布します ※年末年始（12月29日～1月3日）は配布しておりません。,こちら からご確認ください,http://www.city.kitami.lg.jp/administration/life/detail.php?content=9605,44.120663,144.071211
北海道,留萌市,http://www.gk-p.jp/wp-content/uploads/mhc/01-212-A01.jpg,第13弾,2020/12/17,留萌プラザ2F　まちなか賑わい広場,留萌市開運町3丁目4番11号,,【水曜日以外】10:00〜18:00 ※年末年始(12/31～1/5)はお休みです 【水曜日】8:50〜17:20 ※年末年始(12/29〜1/3)はお休みです,こちら からご確認ください,https://www.e-rumoi.jp/suidou/page26_00039.html,43.938799,141.647015
北海道,苫小牧市,http://www.gk-p.jp/wp-content/uploads/mhc/01-213-A-01.jpg,第04弾,2017/04/03,苫小牧市役所上下水道部下水道課,北海道苫小牧市旭町4-5-6,（ふれんどビル1階）電話：0144-34-2000（問い合わせ先）苫小牧市役所 上下水道部 下水道課電話：0144-32-6592（平日8:45～17:15まで）,【平日】8:45～17:15 【休日】9:30～18:00 ただし、年末年始（12/29～1/3）はお休みです,こちら からご確認ください,http://www.city.tomakomai.hokkaido.jp/kurashi/jogesuido/sokatsu/card1.html,42.634097,141.605505
北海道,稚内市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-214-A-01.jpg,第04弾,2017/04/03,稚内市役所建設産業部水道企業室水道施設課,北海道稚内市中央3丁目2番1号,,8：45～17：30,こちら からご確認ください,http://www.city.wakkanai.hokkaido.jp/kurashi/sumaisuido/gesui/mhcard.html,45.415655,141.673113
北海道,稚内市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-214-B01.jpg,第17弾,2022/08/06,稚内副港市場 1階,稚内副港市場 1階,,【5月～12月】9:00～15:00 【1月～4月】9:00～14:30 ただし、年末年始（12/30～1/3）はお休みです,こちら からご確認ください,https://www.city.wakkanai.hokkaido.jp/kurashi/sumaisuido/gesui/mhcard.html,45.408419,141.676351
北海道,美唄市(A001),"http://www.gk-p.jp/wp-content/uploads/mhc/01-215-A-01.jpg
",第29弾,2026/07/31,美唄市役所,北海道美唄市西3条南1丁目1番1号,,8:45～17:15,こちら からご確認ください,https://www.city.bibai.hokkaido.jp/site/suidou/29785.html,43.332900,141.853794
北海道,芦別市,http://www.gk-p.jp/wp-content/uploads/mhc/01-216-A-01.jpg,第05弾,2017/08/01,芦別市観光物産センター（道の駅スタープラザ芦別内）,北海道芦別市北4条東1-1,,【4月、10月】9:00～18:00 【５月～9月】 9:00～19:00 【11月～3月】9:00～17:00 ただし、年末年始（12/31～1/3）はお休みです。 ※このほか閉館時間等が変更になる場合がありますので、あらかじめ、道の駅のホームページをご確認ください。,こちら からご確認ください,https://www.city.ashibetsu.hokkaido.jp/docs/5551.html,43.525179,142.189345
北海道,江別市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-217-A-01.jpg,第05弾,2017/08/01,EBRI内 江別アンテナショップGET'S,北海道江別市東野幌町3-3,,10:00～19:00 ただし、年末年始はお休みです,011-385-1213までお問い合わせください,,43.095504,141.535222
北海道,江別市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-217-B-01.jpg,第28弾,2026/04/24,江別市民活動センター・あい,江別市東野幌本町6-43,,【平日】9:00～21:00 【土日祝】9:00～18:00 ただし、年末年始（12/29～1/3）はお休みです,こちら からご確認ください,https://center-i.jp/,43.091273,141.529351
北海道,赤平市,http://www.gk-p.jp/wp-content/uploads/mhc/01-218-A01.jpg,第10弾,2019/08/07,情報発信基地 AKABIRAベース,北海道赤平市幌岡町54,（問い合わせ先）赤平市役所 上下水道課電話：0125-32-2218,【１〜４月】10:00〜17:00（火・水曜定休） 【５〜６月】10:00〜18:00（火曜定休） 【７〜９月】10:00〜18:00（無休） 【１０月】10:00〜17:00（火曜定休） 【１１〜１２月】10:00〜17:00（火・水曜定休）,こちら からご確認ください ※現在、配布を一時中止しています,https://www.city.akabira.hokkaido.jp/docs/2019080200024.html?cat=/kurashi/suido/,43.579571,142.037059
北海道,紋別市,http://www.gk-p.jp/wp-content/uploads/mhc/01-219-A-01.jpg,第03弾,2016/12/01,紋別市役所 水道部事業課 下水道施設係,北海道紋別市幸町2-1-18,,8:45～17:30,こちら からご確認ください,https://mombetsu.jp/life/?content=2384,44.356548,143.354223
北海道,士別市,http://www.gk-p.jp/wp-content/uploads/mhc/01-220-A-01.jpg,第23弾,2024/07/26,道の駅「羊のまち　侍・しべつ」,北海道士別市大通東5丁目440番地23,,【5月～10月】9：00～18：00 【11月～4月】10：00～17：00 ただし、年末年始（12月31日～1月3日）はお休みです,こちら からご確認ください,https://www.city.shibetsu.lg.jp/soshikikarasagasu/jogesuidokyoku/seibikakari/5634.html,44.176124,142.392582
北海道,名寄市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-221-A-01.jpg,第10弾,2019/08/07,道の駅「もち米の里☆なよろ」,北海道名寄市風連町西町334番地1,,9:00～18:00 ただし、元日（1/1）はお休みです。,こちら からご確認ください,http://www.city.nayoro.lg.jp/section/suidou/prkeql0000020lqo.html,44.287419,142.413772
北海道,名寄市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-221-B-01.jpg,第12弾,2020/04/25,なよろ観光まちづくり協会（駅前交流プラザ「よろーな」内）,北海道名寄市東1条南7丁目1番地10,,【平日】9:00～17:00 【土日祝日】9:00～17:00 ただし、年末年始はお休みです また各種イベント・行事等により臨時休業する場合があります。,こちら からご確認ください,http://www.city.nayoro.lg.jp/section/suidou/prkeql0000027w8z.html,44.348913,142.464396
北海道,千歳市,http://www.gk-p.jp/wp-content/uploads/mhc/01-224-A-01.jpg,第18弾,2023/01/28,千歳市水道局庁舎2F経営管理課総務係窓口,北海道千歳市東雲町3丁目2番地5,,9:00～17:00,こちら からご確認ください,https://www.city.chitose.lg.jp/docs/28386.html?cat=%2F95%2F95_170%2F95_170_938%2F,42.821704,141.651867
北海道,滝川市,http://www.gk-p.jp/wp-content/uploads/mhc/01-225-A-01.jpg,第11弾,2019/12/14,たきかわ観光国際スクエア,北海道滝川市栄町4丁目9−1,,9：00～17：00 ただし、年末年始（12/29～1/3）はお休みです,こちら からご確認ください,https://www.city.takikawa.lg.jp/page/2703.html,43.556087,141.901859
北海道,砂川市,http://www.gk-p.jp/wp-content/uploads/mhc/01-226-A-01.jpg,第08弾,2018/08/11,砂川市まちなか交流施設「すないる」,北海道砂川市西1条北2丁目1番20号,,8:30～19:00,こちら からご確認ください,http://www.city.sunagawa.hokkaido.jp/seikatsu_kurashi/suidou_gesuidou/2018-0719-1627-50.html,43.494848,141.903470
北海道,深川市,http://www.gk-p.jp/wp-content/uploads/mhc/01-228-A01.jpg,第16弾,2022/01/15,道の駅ライスランドふかがわ １階総合案内所,北海道深川市音江町字広里59番7,,10:00～16:00 ただし、年末年始（12/31～1/2）はお休みです,こちら からご確認ください,https://www.city.fukagawa.lg.jp/cms/section/jogesuid/qnv6ca0000000fkv.html,43.699553,142.070594
北海道,富良野市,http://www.gk-p.jp/wp-content/uploads/mhc/01-229-A-01.jpg,第11弾,2019/12/14,【休日】富良野市役所1階 総合窓口,北海道富良野市弥生町1番1号,,9:00〜17:00,こちら からご確認ください,http://www.city.furano.hokkaido.jp/docs/2019111900022/,43.342227,142.383304
北海道,富良野市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-229-B-01,第29弾,2026/07/31,富良野チーズ工房,北海道富良野市中五区,,【4月1日～10月31日】9:00～17:00 【11月1日～3月31日】9:00～16:00 ただし、12/31～1/3、1月～2月は毎週月曜日はお休みです。11月は第2週に機械整備で休業予定です。,こちら からご確認ください,https://www.city.furano.hokkaido.jp/life/docs/2098100.html,43.320638,142.377109
北海道,登別市,http://www.gk-p.jp/wp-content/uploads/mhc/01-230-A-01.jpg,第08弾,2018/08/11,登別市役所都市整備部 下水道グループ,北海道登別市中央町6丁目11番地,,9:00～17:30 ただし、年末年始はお休みです,こちら からご確認ください,https://www.city.noboribetsu.lg.jp/docs/2020040800031/,42.413282,141.106154
北海道,恵庭市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-231-A-01.jpg,第05弾,2017/08/01,道と川の駅 花ロードえにわ,北海道恵庭市南島松817-18,,【4～10月】9:00～18:00 【11～3月】9:00～17:00 ただし、年末年始（12/31～1/2）と、清掃日（12月のうち1日）はお休みです,こちら からご確認ください,https://www.hanaroadeniwa.jp/,42.897155,141.585807
北海道,恵庭市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-231-B-01.jpg,第13弾,2020/12/17,花の拠点(はなふる)　センターハウス,北海道恵庭市南島松828-3,,,配布終了 （問合せ先） 恵庭市水道部下水道課 電話：0123-33-3127,,42.897791,141.587835
北海道,恵庭市(C001),http://www.gk-p.jp/wp-content/uploads/mhc/01-231-C-01.jpg,第21弾,2023/12/15,花の拠点（はなふる）「センターハウス」,北海道恵庭市南島松828-3,,9：00～17：00 ただし、年末年始（12月27日～1月4日）はお休みです,こちら からご確認ください,https://suido.city.eniwa.hokkaido.jp/business/sewer/manhole-card.html,42.897630,141.585802
北海道,北広島市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-234-A-01.jpg,第06弾,2017/12/09,エルフィンパーク市民サービスコーナー,北海道北広島市中央6-209,,9:00～17:00 ただし年末年始・特定日はお休みです。,こちら からご確認ください,https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00128529.html,42.979070,141.563260
北海道,北広島市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-234-B-01.jpg,第21弾,2023/12/15,HUB HOKKAIDO SELECT SHOP,北海道北広島市Fビレッジ1番地 THELODGE2階,,【3月～10月】10：00～19：00 【11月～2月】10：00～18：00 ※令和6〜7年は12/30日〜1/1は10:00～17：00となります ※令和7年は、1/6(月)～8日(水)、および１〜２月は1/8以降の毎週水曜日は休業日です ※営業時間、休業日については、変更となる場合がありますので、 HOKKAIDO BALL PARK FVILLAGE の公式サイトでご確認ください,こちら からご確認ください,https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00128529.html,42.988841,141.549359
北海道,石狩市(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-235-A-01.jpg,第06弾,2017/12/09,道の駅石狩 あいろーど厚田,北海道石狩市厚田区厚田98-2,,【4月から5月】9:30から18:00まで 【6月から8月】9:30から19:00分まで 【9月から10月】9:30から18:00分まで 【11月から3月】10:00から16:00まで ※年末年始【12月31日から1月3日】は配布をお休みします。,こちら からご確認ください,http://www.city.ishikari.hokkaido.jp/soshiki/gesui/37619.html,43.404168,141.431365
北海道,石狩市(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-235-B-01.jpg,第25弾,2025/04/25,石狩市観光センター「ゆめぽーと」,北海道石狩市親船町107番地,,【4月～10月】8:45～18:00 【11月～3月】8:45～17:15 ただし、年末年始(12月29日～1月3日)はお休みです,こちら からご確認ください,https://www.city.ishikari.hokkaido.jp/kurashi/suido/1005214/1005685/1002720.html,43.243730,141.351131
北海道,北斗市,http://www.gk-p.jp/wp-content/uploads/mhc/01-236-A-01.jpg,第08弾,2018/08/11,北斗市観光交流センター内 北斗市観光案内所（1階）,北斗市観光交流センター内 北斗市観光案内所（1階）,,9:00～18:00 ただし、年末年始（12/31～1/3）は9：00～15：00,こちら からご確認ください,https://www.city.hokuto.hokkaido.jp/docs/3413.html,41.904422,140.648299
北海道,当別町,http://www.gk-p.jp/wp-content/uploads/mhc/01-303-A-01.jpg,第10弾,2019/08/07,北欧の風 道の駅とうべつ,石狩郡当別町当別太774番地11,,【1月～2月】10：00～16：00 ただし、水曜日、年末年始（1/1～1/2）はお休みです。 【3月～12月】9：00～17：00 ただし、年末年始（12/30～12/31）はお休みです。,こちら からご確認ください,http://www.town.tobetsu.hokkaido.jp/soshiki/suidou/22498.html,43.176998,141.448337
北海道,木古内町,http://www.gk-p.jp/wp-content/uploads/mhc/01-334-A-01.jpg,第02弾,2016/08/01,道の駅みそぎの郷 きこない 観光案内所,北海道上磯郡木古内町字本町338-14,,9:00～18:00 ただし年末年始はお休みです,01392-2-3161までお問い合わせください,,41.677903,140.435414
北海道,上ノ国町,http://www.gk-p.jp/wp-content/uploads/mhc/01-362-A-01.jpg,第13弾,2020/12/17,道の駅上ノ国もんじゅ,北海道檜山郡上ノ国町字原歌3番地,,9：00～17：00 ただし、12月31日～1月5日はお休みです,こちら からご確認ください,https://www.kaminokuni.com/others/mhcard/,41.808434,140.094989
北海道,岩内町,http://www.gk-p.jp/wp-content/uploads/mhc/01-402-A-01.jpg,第06弾,2017/12/09,道の駅いわない ガイドセンター たら丸館,北海道岩内郡岩内町字万代47-4,,【4～10月】9:00～18:00 【11～3月】9:00～17:30 ただし、以下は休館日のため配布はお休みです 月曜日（11/1～4/20まで）※月曜日が祝日の場合はその翌日 年末年始（12/31～1/5）,こちら からご確認ください,http://www.town.iwanai.hokkaido.jp/?page_id=372,42.983438,140.516783
北海道,古平町,http://www.gk-p.jp/wp-content/uploads/mhc/01-406-A-01.jpg,第10弾,2019/08/07,古平町総合施設「かなえーる」（古平町役場内）,北海道古平郡古平町大字浜町50番地,,8:45～17:30,0135-42-2181までお問い合わせください,,43.265400,140.638842
北海道,奈井江町,http://www.gk-p.jp/wp-content/uploads/mhc/01-424-A-01.jpg.,第06弾,2017/12/09,奈井江町交流プラザみなクル,北海道空知郡奈井江町字奈井江町74番地,,9:00～18:00,こちら からご確認ください,https://www.town.naie.hokkaido.jp/kurashi/suidou/startmanhole/,43.425238,141.888747
北海道,東神楽町,http://www.gk-p.jp/wp-content/uploads/mhc/01-453-A-01.jpg,第11弾,2019/12/14,東神楽町役場建設水道課,北海道上川郡東神楽町南１条西１丁目３番２号,,【平日】8：30～17：15 【休日】8：30～17：15,0166-83-5414までお問い合わせください,,43.696632,142.451467
北海道,当麻町,http://www.gk-p.jp/wp-content/uploads/mhc/01-454-A-01.jpg,第18弾,2023/01/28,当麻町郷土資料館ここから,北海道上川郡当麻町4条南3丁目1番41号,,【火曜日以外】10：00～19：00 ※年末年始（12/29～1/5）はお休みです 【火曜日】8：30～17：15 ※年末年始（12/29～1/5）はお休みです,こちら からご確認ください,http://www.town.tohma.hokkaido.jp/all-about/04/01/1812,43.825951,142.512908
北海道,上富良野町,http://www.gk-p.jp/wp-content/uploads/mhc/01-460-A-01.jpg,第15弾,2021/08/17,上富良野町役場建設水道課,北海道空知郡上富良野町大町2丁目2番11号,,8：30～17：15 ただし、年末年始（12月31日～1月5日)はお休みです,こちら からご確認ください,https://www.town.kamifurano.hokkaido.jp/index.php?id=3390,43.455642,142.467077
北海道,南富良野町,http://www.gk-p.jp/wp-content/uploads/mhc/01-462-A-01.jpg,第12弾,2020/04/25,南富良野浄化センター,南富良野町字幾寅505番地5,,【平日】 8:30～17:15 【土曜】 9:00～17:00 【日曜】13:00～17:00,こちら からご確認ください,https://www.town.minamifurano.hokkaido.jp/%e5%a4%a7%e5%a5%bd%e8%a9%95%ef%bc%81%e5%8d%97%e5%af%8c%e8%89%af%e9%87%8e%e7%94%ba%e3%81%ae%e3%83%9e%e3%83%b3%e3%83%9b%e3%83%bc%e3%83%ab%e3%82%ab%e3%83%bc%e3%83%89%e9%85%8d%e5%b8%83%e3%81%ab%e3%81%a4/,43.163088,142.568891
北海道,和寒町,http://www.gk-p.jp/wp-content/uploads/mhc/01-464-A-01.jpg,第05弾,2017/08/01,和寒町役場 産業振興課,北海道上川郡和寒町字西町120,,【和寒町役場】8:30～17:15（年中無休） ただし、災害時など緊急の場合は除きます 【わっさむ町食と観光情報案内所】9:00～17:00 ただし、毎週月曜日及び年末年始はお休みです（役場で配布しております）,0165-32-6810までお問い合わせください,,44.023071,142.413312
北海道,剣淵町,http://www.gk-p.jp/wp-content/uploads/mhc/01-465-A-01.jpg,第05弾,2017/08/01,絵本の館,北海道上川郡剣淵町緑町15-3,,10:00～17:00 ただし、イベント等により水曜日も開館している場合があります ※年末年始（12/30～1/4）はお休みです,0165-26-9024までお問い合わせください,,44.099800,142.358404
北海道,天塩町(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-487-A-01.jpg,第09弾,2018/12/14,天塩町ファミリースポーツセンター,北海道天塩郡天塩町字川口5702番地の1,,10:00～17:00,こちら からご確認ください,http://www.teshiotown.hokkaido.jp/?page_id=17381l,44.884875,141.751004
北海道,天塩町(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-487-B01.jpg,第17弾,2022/08/06,天塩町役場建設課(２F),天塩町役場建設課(２F),,【平日】9:00～17:00 【土・日・祝】10:00～17:00 ただし、年末年始はお休みです。,こちら からご確認ください,http://www.teshiotown.hokkaido.jp/?p=20872,44.888285,141.745144
北海道,天塩町(C001),http://www.gk-p.jp/wp-content/uploads/mhc/01-487-C-01.jpg,第22弾,2024/04/26,てしお温泉「夕映」,北海道天塩郡天塩町サラキシ5807番地4,,【平日】11：00～17：00 【土・日・祝】10：00～17：00 ただし、年末年始（12/31～1/5）はお休みです 温泉清掃などによる休館日がありますので、 ホームページ をご確認ください,こちら からご確認ください,https://www.teshiotown.hokkaido.jp/?p=22908,44.876721,141.744143
北海道,豊富町(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-516-A-01.jpg,第08弾,2018/08/11,豊富町役場 建設課 上下水道係窓口,北海道天塩郡豊富町字豊富大通6丁目,,9:00～17:00 ※12時～13時のお昼休み、年末年始は配布致しません。,こちら からご確認ください,http://www.town.toyotomi.hokkaido.jp/section/kensetuka/lepd6s0000007wkm.html,45.102904,141.777351
北海道,豊富町(B001),http://www.gk-p.jp/wp-content/uploads/mhc/01-516-B-01.jpg,第12弾,2020/04/25,湯の杜ぽっけ,北海道天塩郡豊富町字温泉,,9:00～17:00 ※12時～13時のお昼休み、年末年始は配布致しません。 ※11月～3月の休館日（月曜日、月曜日が祝日の場合は翌日）は、豊富町役場建設課上下水道係にて配布します 年末年始はお休みです,こちら からご確認ください,https://www.town.toyotomi.hokkaido.jp/section/kensetuka/lepd6s0000007wkm.html,45.074219,141.838468
北海道,豊富町(C001),http://www.gk-p.jp/wp-content/uploads/mhc/01-516-C-01.jpg,第14弾,2021/04/25,豊富町定住支援センター（ふらっと★きた）,北海道天塩郡豊富町字豊富東1条6丁目,,9時～17時 ※12時～13時のお昼休み、年末年始は配布致しません。,こちら からご確認ください,https://www.town.toyotomi.hokkaido.jp/section/kensetuka/lepd6s0000007wkm.html,45.103008,141.778694
北海道,豊富町(D001),http://www.gk-p.jp/wp-content/uploads/mhc/01-516-D01.jpg,第17弾,2022/08/06,豊富町観光情報センター,北海道天塩郡豊富町字豊富駅前通（JR豊富駅となり）,,9:00～17:00(12：00～13：00を除く) ※12時～13時のお昼休み、年末年始は配布致しません。,こちら からご確認ください,https://www.town.toyotomi.hokkaido.jp/section/kensetuka/lepd6s0000007wkm.html,45.104680,141.772389
北海道,利尻町,http://www.gk-p.jp/wp-content/uploads/mhc/01-518-A-01.jpg,第12弾,2020/04/25,利尻町役場,北海道利尻郡利尻町沓形字緑町14番地1,,【平日】9:00～17:00 【休日】9:00～12:00 ただし、年末年始（12/31～1/5）はお休みです,こちら からご確認ください,https://rishiri-town.jp/%e8%a6%b3%e5%85%89%e3%83%bb%e3%82%a4%e3%83%99%e3%83%b3%e3%83%88/%e3%83%9e%e3%83%b3%e3%83%9b%e3%83%bc%e3%83%ab%e3%82%ab%e3%83%bc%e3%83%89%e3%81%ae%e9%85%8d%e5%b8%83/,45.187074,141.139638
北海道,幌延町(A001),http://www.gk-p.jp/wp-content/uploads/mhc/01-520-A-01.jpg,第28弾,2026/04/24,ホロカル,北海道天塩郡幌延町1条北1丁目28番地（幌延駅構内）,,【木曜日以外】9:00～16:00 ただし、お昼休み（13:00～13:50）はお休みです 【木曜日】9:00～16:00 ただし、お昼休み(12：00～13：00）はお休みです,幌延町役場産業建設課（01632-5-1116）にご連絡ください,,45.014531,141.846148
北海道,斜里町,http://www.gk-p.jp/wp-content/uploads/mhc/01-545-A01.jpg,第17弾,2022/08/06,道の駅 うとろ・シリエトク,北海道斜里郡斜里町ウトロ西186-8,,9：00～17：00 ただし、年末年始(12/29～1/3)はお休みです ※道の駅 うとろ・シリエトクの営業時間に準じます。 ※閉館時間が変わることがありますので道の駅HPをご確認ください,こちら からご確認ください ※現在、配布を一時中止しています,https://www.town.shari.hokkaido.jp/soshikikarasagasu/suidoka/3457.html,44.069034,144.990695
北海道,遠軽町,http://www.gk-p.jp/wp-content/uploads/mhc/01-555-A-01.jpg,第23弾,2024/07/26,遠軽町芸術文化交流プラザ-メトロプラザ,北海道紋別郡遠軽町岩見通南１丁目１－２,,9：00～17：00 ※12時～13時のお昼休み、配布場所が休館している場合は配布しておりません,こちら からご確認ください,https://www.engaru.jp/life/page.php?id=1242,44.058977,143.520544
